store_id,state_abb,state_name,nj,chain_name,market,company_owned,affected_pct,period,post,nj_after,min_wage,fte_employment,starting_wage,hours_open,soda_price,fries_price,entree_price,registers,registers_11am
131,NJ,New Jersey,1,Roy Rogers,Central NJ,0,0.1,Before,0,0,4.25,31.5,5.5,17,1.06,1.06,1.06,5,2
131,NJ,New Jersey,1,Roy Rogers,Central NJ,0,0.1,After,1,1,5.05,22,5.05,15,1.05,1.11,1.05,5,4
132,NJ,New Jersey,1,Roy Rogers,Central NJ,1,0.8,Before,0,0,4.25,35,4.5,24,1.28,1.06,2.3,5,3
132,NJ,New Jersey,1,Roy Rogers,Central NJ,1,0.8,After,1,1,5.05,28,5.5,14,,,,2,2
133,NJ,New Jersey,1,Roy Rogers,Central NJ,1,0.99,Before,0,0,4.25,16,4.75,17,1.12,1.07,1.06,4,3
133,NJ,New Jersey,1,Roy Rogers,Central NJ,1,0.99,After,1,1,5.05,16,5.05,15,1.11,1.06,2.11,5,3
134,NJ,New Jersey,1,Roy Rogers,Central NJ,0,0.42,Before,0,0,4.25,21,4.62,16,1.09,,0.95,4,3
134,NJ,New Jersey,1,Roy Rogers,Central NJ,0,0.42,After,1,1,5.05,22.75,5.05,16,1.11,1.06,0.94,4,3
135,NJ,New Jersey,1,Roy Rogers,Central NJ,0,,Before,0,0,4.25,24,,12.5,,,,5,3
135,NJ,New Jersey,1,Roy Rogers,Central NJ,0,,After,1,1,5.05,23,5.05,11.5,1.16,1.06,1.05,5,3
137,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.5,Before,0,0,4.25,30.5,4.25,16,1.12,1.06,1.02,6,4
137,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.5,After,1,1,5.05,32,5.05,15,1.11,1.11,1.05,5,3
138,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,Before,0,0,4.25,19.25,,11.5,1.12,1.07,1.06,6,
138,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,After,1,1,5.05,21.5,5.05,11.5,1.21,1.01,0.94,6,4
140,NJ,New Jersey,1,Wendy's,Central NJ,0,0.25,Before,0,0,4.25,23,4.5,11.5,0.91,0.86,1.06,2,2
140,NJ,New Jersey,1,Wendy's,Central NJ,0,0.25,After,1,1,5.05,27.5,5.67,11.5,1,0.94,1.05,2,2
141,NJ,New Jersey,1,Wendy's,Central NJ,0,,Before,0,0,4.25,21.5,4.75,12.5,1.02,0.91,1.06,2,2
141,NJ,New Jersey,1,Wendy's,Central NJ,0,,After,1,1,5.05,25.5,5.05,12.5,1.05,0.84,1.34,2,2
142,NJ,New Jersey,1,Wendy's,Northern NJ,0,,Before,0,0,4.25,36.5,4.25,11.5,1.06,0.95,1.06,2,2
142,NJ,New Jersey,1,Wendy's,Northern NJ,0,,After,1,1,5.05,60.5,5.05,11.5,1.01,0.89,1.26,2,2
144,NJ,New Jersey,1,Wendy's,Central NJ,0,0,Before,0,0,4.25,28,5.05,12.5,0.91,0.85,1.06,2,2
144,NJ,New Jersey,1,Wendy's,Central NJ,0,0,After,1,1,5.05,25.5,5.05,12.5,0.94,0.94,1.26,2,2
145,NJ,New Jersey,1,Burger King,Northern NJ,0,0,Before,0,0,4.25,16.5,5,16,1.06,0.95,0.95,3,2
145,NJ,New Jersey,1,Burger King,Northern NJ,0,0,After,1,1,5.05,18,5.28,16,1.05,0.96,0.95,3,2
146,NJ,New Jersey,1,Burger King,Northern NJ,0,,Before,0,0,4.25,23,4.8,16,1.06,1,1.06,4,3
146,NJ,New Jersey,1,Burger King,Northern NJ,0,,After,1,1,5.05,20.5,5.05,16,1.05,0.99,1.05,4,3
147,NJ,New Jersey,1,Burger King,Northern NJ,0,1,Before,0,0,4.25,14.75,5.12,14,1.12,0.89,0.95,2,2
147,NJ,New Jersey,1,Burger King,Northern NJ,0,1,After,1,1,5.05,9,5.25,14,1.13,0.91,0.91,2,2
148,NJ,New Jersey,1,Burger King,Northern NJ,0,0,Before,0,0,4.25,23.5,5.25,17,1.06,0.95,0.95,3,2
148,NJ,New Jersey,1,Burger King,Northern NJ,0,0,After,1,1,5.05,26.5,5.05,17,1.05,0.94,0.94,3,3
149,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,14,4.5,16,1.06,0.95,0.95,2,1
149,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,16,5.05,16,1.05,0.94,0.94,2,2
150,NJ,New Jersey,1,Burger King,Northern NJ,0,0.02,Before,0,0,4.25,17.25,4.67,16,1.23,0.89,0.89,3,3
150,NJ,New Jersey,1,Burger King,Northern NJ,0,0.02,After,1,1,5.05,25,5.75,15,1.11,0.88,0.88,3,2
151,NJ,New Jersey,1,Burger King,Northern NJ,0,0.92,Before,0,0,4.25,10,5,15,1.09,0.81,1.04,3,3
151,NJ,New Jersey,1,Burger King,Northern NJ,0,0.92,After,1,1,5.05,0,,,,,,,
152,NJ,New Jersey,1,Burger King,Northern NJ,0,0.1,Before,0,0,4.25,46.5,5.12,15,1.17,0.95,1.02,3,2
152,NJ,New Jersey,1,Burger King,Northern NJ,0,0.1,After,1,1,5.05,23.75,5.05,15,1.16,0.94,0.94,3,3
153,NJ,New Jersey,1,Burger King,Northern NJ,0,0.33,Before,0,0,4.25,21.5,,17,1,0.95,0.89,4,3
153,NJ,New Jersey,1,Burger King,Northern NJ,0,0.33,After,1,1,5.05,34.5,5.05,17,1.05,0.95,0.95,3,2
156,NJ,New Jersey,1,Burger King,Northern NJ,0,0,Before,0,0,4.25,18.5,4.87,15,1.06,0.95,1.02,8,3
156,NJ,New Jersey,1,Burger King,Northern NJ,0,0,After,1,1,5.05,13,5.05,15,0.95,0.94,1.01,3,
157,NJ,New Jersey,1,KFC,Northern NJ,0,0,Before,0,0,4.25,15.5,5,12,0.91,0.85,2.34,3,3
157,NJ,New Jersey,1,KFC,Northern NJ,0,0,After,1,1,5.05,18,5.5,11,0.95,0.83,2.47,2,2
158,NJ,New Jersey,1,KFC,Northern NJ,0,0.55,Before,0,0,4.25,8.5,4.5,10,0.92,0.7,2.34,3,3
158,NJ,New Jersey,1,KFC,Northern NJ,0,0.55,After,1,1,5.05,9,5.05,11.5,0.95,0.94,2.49,3,2
159,NJ,New Jersey,1,KFC,Northern NJ,0,0.22,Before,0,0,4.25,14,4.5,10.5,0.98,0.85,2.34,3,3
159,NJ,New Jersey,1,KFC,Northern NJ,0,0.22,After,1,1,5.05,16.5,5.25,11.5,0.95,0.84,2.49,4,3
161,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.02,Before,0,0,4.25,24.5,5,17,1.12,1.02,1.06,7,3
161,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.02,After,1,1,5.05,36,5.05,17,1.11,1.06,1.05,7,5
162,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.45,Before,0,0,4.25,23,4.75,16.5,1.12,1.02,1.06,,1
162,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.45,After,1,1,5.05,21,5.05,15.5,1.11,1.01,1.05,6,5
163,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.11,Before,0,0,4.25,24,5,16.5,1.2,1.07,1.06,3,3
163,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.11,After,1,1,5.05,21,5.05,15,,,,,
164,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.03,Before,0,0,4.25,23,5,19,1.12,1.02,1.06,5,3
164,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.03,After,1,1,5.05,15.5,5.05,17,1.11,1.06,1.05,5,3
165,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.6,Before,0,0,4.25,28,5,12.5,1.06,0.89,1.06,3,2
165,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.6,After,1,1,5.05,22.5,5.05,12.5,1.05,0.98,1.05,2,2
166,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.4,Before,0,0,4.25,29,4.75,11.5,0.95,0.85,1.06,2,2
166,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.4,After,1,1,5.05,21.5,5.05,12.5,1.11,0.84,1.26,2,2
168,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,19,4.25,15,1.06,0.95,0.95,3,3
168,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,20,5.25,16,1.11,0.95,1.14,3,1
169,NJ,New Jersey,1,Burger King,Northern NJ,1,0.5,Before,0,0,4.25,32.5,5,16,1.1,0.94,1.04,3,3
169,NJ,New Jersey,1,Burger King,Northern NJ,1,0.5,After,1,1,5.05,27,5.05,16,1.11,1.05,1.05,3,3
170,NJ,New Jersey,1,Burger King,Northern NJ,1,0,Before,0,0,4.25,23,5,16,1.1,1.02,1.08,3,2
170,NJ,New Jersey,1,Burger King,Northern NJ,1,0,After,1,1,5.05,34,5.05,16,1.29,1.11,1.18,4,4
171,NJ,New Jersey,1,Burger King,Northern NJ,1,,Before,0,0,4.25,21,4.25,16,1.09,0.95,1.04,3,3
171,NJ,New Jersey,1,Burger King,Northern NJ,1,,After,1,1,5.05,21.25,5.05,16,1.18,1.04,1.03,3,3
172,NJ,New Jersey,1,Burger King,Northern NJ,0,0.003,Before,0,0,4.25,17,4.75,12.5,1.12,1.02,1.06,5,4
172,NJ,New Jersey,1,Burger King,Northern NJ,0,0.003,After,1,1,5.05,21.5,5.05,13,1.11,1.01,1.05,6,3
173,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,36,4.85,17.5,1.06,0.95,0.98,4,3
173,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,31,5.05,18,1.05,0.94,1.04,4,3
174,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,25,4.75,16,1.18,0.88,0.98,4,3
174,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,33,5.05,16,1.05,0.9,0.98,3,3
176,NJ,New Jersey,1,Burger King,Northern NJ,0,0.2,Before,0,0,4.25,29.5,4.62,16,1.06,,1.05,4,4
176,NJ,New Jersey,1,Burger King,Northern NJ,0,0.2,After,1,1,5.05,37.75,5.05,16,1.04,1.06,,,
178,NJ,New Jersey,1,KFC,Northern NJ,1,0.96,Before,0,0,4.25,22,4.25,10,0.91,0.85,2.34,3,2
178,NJ,New Jersey,1,KFC,Northern NJ,1,0.96,After,1,1,5.05,9,5.05,10.5,1.01,0.94,2.64,3,2
179,NJ,New Jersey,1,KFC,Northern NJ,0,0.9,Before,0,0,4.25,11,4.25,10.5,0.91,0.91,2.34,3,3
179,NJ,New Jersey,1,KFC,Northern NJ,0,0.9,After,1,1,5.05,11,5.05,11,0.94,0.84,2.49,3,3
180,NJ,New Jersey,1,KFC,Northern NJ,0,0.3,Before,0,0,4.25,13.5,4.5,11,1.06,1.01,2.66,4,2
180,NJ,New Jersey,1,KFC,Northern NJ,0,0.3,After,1,1,5.05,12.75,5.05,12,1.05,1.05,2.85,4,4
181,NJ,New Jersey,1,KFC,Northern NJ,0,1,Before,0,0,4.25,9.5,,11,0.91,0.79,2.34,3,2
181,NJ,New Jersey,1,KFC,Northern NJ,0,1,After,1,1,5.05,10.5,5.05,11,0.95,0.9,2.49,3,2
182,NJ,New Jersey,1,KFC,Southern NJ,0,1,Before,0,0,4.25,13.5,4.5,11,1.06,1.01,2.66,4,3
182,NJ,New Jersey,1,KFC,Southern NJ,0,1,After,1,1,5.05,10.5,5.05,10,1.05,1,2.73,4,3
183,NJ,New Jersey,1,KFC,Northern NJ,0,1,Before,0,0,4.25,18,4.62,11,1.06,1.01,2.66,4,3
183,NJ,New Jersey,1,KFC,Northern NJ,0,1,After,1,1,5.05,22,5.05,10.5,1.05,1,2.75,4,3
185,NJ,New Jersey,1,KFC,Central NJ,0,1,Before,0,0,4.25,9.5,4.5,10.5,1.06,1.01,2.66,4,4
185,NJ,New Jersey,1,KFC,Central NJ,0,1,After,1,1,5.05,8,5.05,10.5,1.05,1,2.75,3,3
186,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.5,Before,0,0,4.25,24,4.75,16,1.12,1.02,0.95,5,3
186,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.5,After,1,1,5.05,25,5.05,16,1.17,1.06,0.95,5,3
187,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.02,Before,0,0,4.25,17,5.62,15,1.12,1.09,1.06,4,3
187,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.02,After,1,1,5.05,16.75,5.05,15,1.11,1.06,1.05,4,4
189,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.95,Before,0,0,4.25,14.5,4.75,15,1.12,1.07,1.12,4,2
189,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0.95,After,1,1,5.05,12.5,5.05,15,1.11,1.06,1.05,5,3
190,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,Before,0,0,4.25,30,5,16,1.02,1.07,1.06,5,
190,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,,After,1,1,5.05,26,5.05,15,1.05,1.01,1.74,5,3
191,NJ,New Jersey,1,Wendy's,Northern NJ,0,,Before,0,0,4.25,44,,12,1.06,0.95,1.06,,1
191,NJ,New Jersey,1,Wendy's,Northern NJ,0,,After,1,1,5.05,16.5,5.05,12,1.02,0.94,1.05,2,2
192,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.1,Before,0,0,4.25,29,4.87,12,0.91,0.85,1.06,2,2
192,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.1,After,1,1,5.05,22.5,5.25,12.5,1.05,0.84,1.26,2,2
193,NJ,New Jersey,1,Wendy's,Northern NJ,0,,Before,0,0,4.25,10.5,4.5,11,0.95,0.85,0.99,2,1
193,NJ,New Jersey,1,Wendy's,Northern NJ,0,,After,1,1,5.05,11.5,5.05,13,1.01,0.9,1.26,2,1
195,NJ,New Jersey,1,Wendy's,Northern NJ,0,1,Before,0,0,4.25,18,4.25,11.5,1.06,0.85,1.06,2,2
195,NJ,New Jersey,1,Wendy's,Northern NJ,0,1,After,1,1,5.05,23.5,5.05,12.5,0.94,0.84,2.11,2,2
196,NJ,New Jersey,1,Wendy's,Northern NJ,1,,Before,0,0,4.25,21.5,5,11.5,0.95,0.85,1.06,2,2
196,NJ,New Jersey,1,Wendy's,Northern NJ,1,,After,1,1,5.05,18,5.05,12.5,1,0.9,2.11,2,2
197,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,32,5,17,0.99,0.89,0.89,3,2
197,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,20.5,5.05,17,1.05,0.95,0.95,3,1
199,NJ,New Jersey,1,KFC,Northern NJ,0,0.25,Before,0,0,4.25,9,4.35,10,0.85,0.8,2.34,4,3
199,NJ,New Jersey,1,KFC,Northern NJ,0,0.25,After,1,1,5.05,16.5,5.05,10.5,0.91,0.9,2.45,4,3
200,NJ,New Jersey,1,Burger King,Northern NJ,0,0.15,Before,0,0,4.25,33,4.25,18,1.06,0.91,0.98,4,3
200,NJ,New Jersey,1,Burger King,Northern NJ,0,0.15,After,1,1,5.05,29,5.05,17.5,1.05,0.94,0.98,5,4
201,NJ,New Jersey,1,Burger King,Northern NJ,0,0.65,Before,0,0,4.25,19.5,4.5,17,1.06,1.02,0.95,3,3
201,NJ,New Jersey,1,Burger King,Northern NJ,0,0.65,After,1,1,5.05,30,5.05,17,1.05,0.95,0.95,3,3
202,NJ,New Jersey,1,Burger King,Northern NJ,0,0.15,Before,0,0,4.25,41,4.25,19,1.17,0.95,0.63,3,3
202,NJ,New Jersey,1,Burger King,Northern NJ,0,0.15,After,1,1,5.05,22.5,5.05,19,1.15,0.95,0.64,3,3
203,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,17,4.25,17,1.06,0.95,0.95,3,3
203,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,24,5.05,17,1.05,0.95,0.95,3,2
204,NJ,New Jersey,1,Burger King,Northern NJ,0,0.31,Before,0,0,4.25,18.25,4.25,17.5,1.06,1,1.06,3,3
204,NJ,New Jersey,1,Burger King,Northern NJ,0,0.31,After,1,1,5.05,21.75,5.05,17.5,1.05,0.99,1.05,3,2
207,NJ,New Jersey,1,KFC,Northern NJ,1,0.25,Before,0,0,4.25,17,4.75,12,1.06,0.85,2.34,4,2
207,NJ,New Jersey,1,KFC,Northern NJ,1,0.25,After,1,1,5.05,13.5,5.2,12,1.05,0.84,2.32,5,3
208,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.95,Before,0,0,4.25,32,4.62,17,1.19,0.94,0.85,4,4
208,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.95,After,1,1,5.05,24,5.05,14,1.06,1.06,1.05,5,5
209,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.75,Before,0,0,4.25,26,4.25,18,1.17,0.95,0.95,5,5
209,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.75,After,1,1,5.05,28.5,5.05,16,1.11,1.06,1.05,5,5
210,NJ,New Jersey,1,Wendy's,Northern NJ,1,0.9,Before,0,0,4.25,11.5,4.5,11.5,1.06,0.95,0.95,4,2
210,NJ,New Jersey,1,Wendy's,Northern NJ,1,0.9,After,1,1,5.05,10,5.05,11,,,,4,
211,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,Before,0,0,4.25,21,4.5,15,1.02,0.95,0.95,3,3
211,NJ,New Jersey,1,Burger King,Southern NJ,0,0.8,After,1,1,5.05,23.5,5.05,15,,0.9,,3,2
212,NJ,New Jersey,1,Burger King,Southern NJ,0,0.95,Before,0,0,4.25,22.75,4.5,16,1.06,0.88,0.84,3,2
212,NJ,New Jersey,1,Burger King,Southern NJ,0,0.95,After,1,1,5.05,30.5,5.05,16,1.05,0.94,0.89,2,2
213,NJ,New Jersey,1,Burger King,Southern NJ,1,0.5,Before,0,0,4.25,18.5,4.55,17.5,0.96,0.93,0.93,4,3
213,NJ,New Jersey,1,Burger King,Southern NJ,1,0.5,After,1,1,5.05,24.75,5.05,17.5,1.05,0.94,0.94,4,3
214,NJ,New Jersey,1,Burger King,Southern NJ,0,0.75,Before,0,0,4.25,20,4.62,16,1.02,0.89,0.91,2,2
214,NJ,New Jersey,1,Burger King,Southern NJ,0,0.75,After,1,1,5.05,22.5,5.05,16.25,1.04,0.93,0.96,3,2
215,NJ,New Jersey,1,Burger King,Southern NJ,0,1,Before,0,0,4.25,18,4.5,16,1.06,0.89,0.91,3,3
215,NJ,New Jersey,1,Burger King,Southern NJ,0,1,After,1,1,5.05,28,5.05,16,0.93,0.84,0.93,3,3
216,NJ,New Jersey,1,KFC,Southern NJ,0,1,Before,0,0,4.25,10.5,4.25,10.5,1.06,0.95,2.77,4,3
216,NJ,New Jersey,1,KFC,Southern NJ,0,1,After,1,1,5.05,14,5.05,10.5,1.05,0.94,2.75,5,3
217,NJ,New Jersey,1,KFC,Southern NJ,1,0.73,Before,0,0,4.25,10.5,4.25,10,0.95,0.74,2.19,4,3
217,NJ,New Jersey,1,KFC,Southern NJ,1,0.73,After,1,1,5.05,9,5.05,10.5,0.94,0.73,2.32,4,4
218,NJ,New Jersey,1,KFC,Southern NJ,1,0.05,Before,0,0,4.25,11,4.35,10,0.85,0.74,2.34,3,2
218,NJ,New Jersey,1,KFC,Southern NJ,1,0.05,After,1,1,5.05,9.5,5.05,11,0.95,0.73,2.19,3,3
219,NJ,New Jersey,1,KFC,Southern NJ,1,0.5,Before,0,0,4.25,10.5,4.25,10,0.91,0.74,2.34,4,3
219,NJ,New Jersey,1,KFC,Southern NJ,1,0.5,After,1,1,5.05,15.5,5.05,10.5,0.94,0.73,2.53,,
220,NJ,New Jersey,1,KFC,Southern NJ,0,0.5,Before,0,0,4.25,12.5,4.25,10,1.06,0.95,2.77,5,3
220,NJ,New Jersey,1,KFC,Southern NJ,0,0.5,After,1,1,5.05,12,5.05,10,1.09,0.9,2.75,4,3
221,NJ,New Jersey,1,KFC,Southern NJ,0,0.95,Before,0,0,4.25,18,4.6,11,1.02,0.95,2.56,4,3
221,NJ,New Jersey,1,KFC,Southern NJ,0,0.95,After,1,1,5.05,11.5,5.05,11,1.05,0.94,2.53,4,3
222,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.75,Before,0,0,4.25,17,4.25,12.5,1.12,0.85,1.06,3,1
222,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.75,After,1,1,5.05,12.5,5.05,11.5,1.01,1.01,0.89,3,1
223,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.3,Before,0,0,4.25,15,4.75,16,,,,3,2
223,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.3,After,1,1,5.05,16,5.05,15,1.01,1.01,0.94,3,2
225,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.25,Before,0,0,4.25,19.5,4.75,17,1.06,0.91,0.91,6,3
225,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,0.25,After,1,1,5.05,28.5,5.05,17,1.01,1.01,0.94,5,3
226,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.6,Before,0,0,4.25,13,4.25,11.5,0.95,0.71,0.95,2,2
226,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.6,After,1,1,5.05,15,5.3,10.5,1,0.85,0.94,2,2
228,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.2,Before,0,0,4.25,20.25,4.5,12.5,0.95,0.86,0.95,2,2
228,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.2,After,1,1,5.05,23.5,5.05,12.5,1,0.84,0.89,2,
229,NJ,New Jersey,1,Burger King,Northern NJ,0,0.3,Before,0,0,4.25,26,4.5,13.5,0.95,0.95,1.06,5,4
229,NJ,New Jersey,1,Burger King,Northern NJ,0,0.3,After,1,1,5.05,30.5,5.5,13.5,1.01,0.94,0.94,4,3
230,NJ,New Jersey,1,Burger King,Northern NJ,0,0.6,Before,0,0,4.25,15.5,4.25,17,1.02,0.95,0.95,3,2
230,NJ,New Jersey,1,Burger King,Northern NJ,0,0.6,After,1,1,5.05,26.5,5.05,17,1.05,0.94,0.94,3,2
232,NJ,New Jersey,1,Burger King,Northern NJ,0,0.46,Before,0,0,4.25,24,4.75,16,1.06,0.95,0.95,3,3
232,NJ,New Jersey,1,Burger King,Northern NJ,0,0.46,After,1,1,5.05,27,5.05,15,1.05,0.95,0.95,3,2
233,NJ,New Jersey,1,Burger King,Northern NJ,0,0.1,Before,0,0,4.25,25.5,4.65,16,1.17,0.95,0.95,2,2
233,NJ,New Jersey,1,Burger King,Northern NJ,0,0.1,After,1,1,5.05,21.5,5.05,16,1.05,0.94,0.94,2,2
234,NJ,New Jersey,1,Burger King,Northern NJ,0,0,Before,0,0,4.25,8,5,16,1.12,,0.49,2,2
234,NJ,New Jersey,1,Burger King,Northern NJ,0,0,After,1,1,5.05,15,5.05,16,1.04,1.01,0.58,3,2
236,NJ,New Jersey,1,Burger King,Northern NJ,0,0.95,Before,0,0,4.25,21,,17,1.18,1.02,1.06,4,3
236,NJ,New Jersey,1,Burger King,Northern NJ,0,0.95,After,1,1,5.05,38,5.05,18,1.1,1.01,0.99,4,3
237,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,Before,0,0,4.25,21.5,4.25,16,1.11,0.95,1.01,2,2
237,NJ,New Jersey,1,Burger King,Northern NJ,0,0.5,After,1,1,5.05,21.5,5.05,15.5,0.94,0.94,1,2,2
238,NJ,New Jersey,1,KFC,Northern NJ,1,1,Before,0,0,4.25,14,4.75,12,1.06,1.02,2.34,5,3
238,NJ,New Jersey,1,KFC,Northern NJ,1,1,After,1,1,5.05,37.5,5.05,12,1.05,1.05,2.32,5,3
239,NJ,New Jersey,1,KFC,Northern NJ,0,0.35,Before,0,0,4.25,20,4.25,13.5,1.05,0.95,2.74,5,3
239,NJ,New Jersey,1,KFC,Northern NJ,0,0.35,After,1,1,5.05,11.5,5.05,12.5,1.05,0.84,2.32,5,3
240,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.2,Before,0,0,4.25,35.5,5.1,17,1.18,1.02,1.06,6,4
240,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.2,After,1,1,5.05,25.5,5.05,17,1.1,1,1.05,6,4
242,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0,Before,0,0,4.25,33,5.25,17,1.1,1.02,1.06,5,4
242,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0,After,1,1,5.05,20,5.05,16,1.11,1.06,1.05,6,4
243,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.4,Before,0,0,4.25,22.5,4.5,16.5,1.07,1.02,0.74,6,3
243,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.4,After,1,1,5.05,21,5.05,15.5,1.11,1.06,1.05,6,2
244,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.4,Before,0,0,4.25,30,4.25,18,1.17,1.12,1.02,4,3
244,NJ,New Jersey,1,Roy Rogers,Northern NJ,1,0.4,After,1,1,5.05,28,5.05,17,1.11,1.12,1.05,5,3
245,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0,Before,0,0,4.25,22,5.5,13.5,1.2,1.02,1.02,4,2
245,NJ,New Jersey,1,Roy Rogers,Northern NJ,0,0,After,1,1,5.05,18,5.05,13,1.11,1.11,1.05,5,1
247,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.75,Before,0,0,4.25,24,4.5,15.5,1.06,1.05,1.06,2,2
247,NJ,New Jersey,1,Wendy's,Northern NJ,0,0.75,After,1,1,5.05,24,5.05,15.5,1.11,1.09,2.07,2,2
248,NJ,New Jersey,1,Wendy's,Northern NJ,0,,Before,0,0,4.25,22,4.75,16,1.17,0.95,0.85,2,2
248,NJ,New Jersey,1,Wendy's,Northern NJ,0,,After,1,1,5.05,23,5.05,16,1.37,0.95,2.03,2,1
249,NJ,New Jersey,1,Burger King,Southern NJ,0,0.63,Before,0,0,4.25,13,4.37,15,1.13,1.06,0.95,3,2
249,NJ,New Jersey,1,Burger King,Southern NJ,0,0.63,After,1,1,5.05,19,5.05,15,1.01,1.01,0.94,3,2
250,NJ,New Jersey,1,KFC,Southern NJ,1,1,Before,0,0,4.25,5,4.5,10,0.85,,,4,1
250,NJ,New Jersey,1,KFC,Southern NJ,1,1,After,1,1,5.05,7,5.05,10,0.94,0.84,2.52,5,3
253,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,,Before,0,0,4.25,13.5,4.87,13,1.23,1.06,2.3,2,2
253,NJ,New Jersey,1,Roy Rogers,Southern NJ,1,,After,1,1,5.05,14,5.05,16,1.23,1.11,2.28,3,2
254,NJ,New Jersey,1,Wendy's,Southern NJ,0,,Before,0,0,4.25,28,,16,1.06,0.86,1.06,2,2
254,NJ,New Jersey,1,Wendy's,Southern NJ,0,,After,1,1,5.05,36,5.25,15,1,0.85,1.05,2,2
255,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.1,Before,0,0,4.25,10,,14,1.01,0.79,0.85,2,2
255,NJ,New Jersey,1,Wendy's,Southern NJ,0,0.1,After,1,1,5.05,16,,14,1,0.85,2.11,2,2
258,NJ,New Jersey,1,Burger King,Southern NJ,0,0.38,Before,0,0,4.25,18,4.25,16,1.06,0.92,0.9,3,3
258,NJ,New Jersey,1,Burger King,Southern NJ,0,0.38,After,1,1,5.05,32,5.05,18,1.08,0.94,0.84,3,3
259,NJ,New Jersey,1,Burger King,Southern NJ,0,0.5,Before,0,0,4.25,23,5,14.5,1.02,0.85,0.85,3,3
